,Train,Val,Accuracy
0,1.1689893870040602,,0.0
1,0.8428370309831382,,0.0
2,0.692954543913864,,0.0
3,0.6077956625962503,,0.0
4,0.5484879239184672,,0.0
5,0.5060664182016613,,0.0
6,0.46000585383704196,,0.0
7,0.3513864305745821,,0.0
8,0.31847752044754574,,0.0
9,0.2991179505303705,,0.0
10,0.29131912479614647,,0.0
11,0.2853753510879598,,0.0
12,0.2754429221748191,,0.0
13,0.2652101922622874,,0.0
14,0.25328249274527337,,0.0
